OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
4,2025-08-04,13,9,4,5999,0.1
30,2025-08-26,26,14,4,4699,0
103,2025-08-12,14,2,4,52999,0.15
109,2025-08-15,30,5,1,799,0.15
111,2025-08-03,6,2,5,52999,0.15
118,2025-08-10,23,9,6,5999,0
127,2025-08-10,14,24,5,7499,0.1
202,2025-08-02,21,9,8,5999,0.05
326,2025-08-18,15,20,1,599,0
334,2025-08-20,2,21,7,499,0.1
338,2025-08-09,23,16,3,399,0
407,2025-08-30,27,1,6,65999,0.1
409,2025-08-29,9,21,4,499,0
447,2025-08-11,10,6,7,2999,0.05
458,2025-08-04,22,26,5,1899,0
467,2025-08-06,22,24,7,7499,0.15
480,2025-08-27,8,8,5,6999,0
481,2025-08-06,30,2,7,52999,0.15
491,2025-08-12,18,21,6,499,0.05
499,2025-08-01,6,24,6,7499,0
517,2025-08-31,9,2,2,52999,0.05
679,2025-08-04,4,26,3,1899,0
696,2025-08-24,17,12,4,18999,0
734,2025-08-22,16,22,5,3999,0
737,2025-08-10,9,8,5,6999,0
814,2025-08-29,23,5,4,799,0
881,2025-08-13,23,5,1,799,0
928,2025-08-09,17,17,2,299,0.15
935,2025-08-19,30,15,1,24999,0
1031,2025-08-27,18,2,1,52999,0.15
1037,2025-08-14,28,18,5,1599,0.2
1058,2025-08-07,23,26,1,1899,0.1
1064,2025-08-01,24,25,2,12499,0
1065,2025-08-26,13,22,5,3999,0.1
1080,2025-08-17,9,20,3,599,0
1176,2025-08-02,6,14,5,4699,0
1215,2025-08-01,29,18,6,1599,0.2
1231,2025-08-14,29,2,2,52999,0.05
1281,2025-08-10,17,3,2,21999,0
1282,2025-08-25,21,24,2,7499,0.05
1299,2025-08-08,13,16,5,399,0.2
