OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
9,2025-03-28,12,8,3,6999,0.2
104,2025-03-08,29,25,1,12499,0.15
108,2025-03-07,11,22,7,3999,0
148,2025-03-31,16,3,1,21999,0
170,2025-03-31,27,25,1,12499,0.2
193,2025-03-25,21,3,6,21999,0.15
218,2025-03-24,28,26,6,1899,0
219,2025-03-19,1,9,2,5999,0.2
226,2025-03-06,15,12,7,18999,0
231,2025-03-26,9,7,2,14999,0.2
262,2025-03-31,3,5,1,799,0
275,2025-03-24,28,24,1,7499,0.15
281,2025-03-31,17,3,7,21999,0.05
345,2025-03-30,24,15,7,24999,0.1
405,2025-03-15,20,24,5,7499,0.1
442,2025-03-31,22,4,3,11999,0
459,2025-03-21,9,1,4,65999,0
541,2025-03-21,11,20,7,599,0.1
574,2025-03-06,20,13,2,5499,0.1
599,2025-03-15,16,5,5,799,0.15
612,2025-03-22,21,10,4,10999,0.15
629,2025-03-01,4,8,8,6999,0
666,2025-03-18,3,19,1,449,0.15
668,2025-03-15,23,24,6,7499,0.1
686,2025-03-19,16,1,7,65999,0.15
699,2025-03-06,12,6,3,2999,0
735,2025-03-04,6,12,7,18999,0.1
747,2025-03-05,18,13,6,5499,0.05
783,2025-03-06,24,2,4,52999,0.1
830,2025-03-31,13,15,5,24999,0.15
863,2025-03-25,11,10,8,10999,0
873,2025-03-07,8,17,5,299,0
899,2025-03-05,15,21,7,499,0.15
980,2025-03-20,13,19,4,449,0
1010,2025-03-31,9,15,3,24999,0
1121,2025-03-18,5,5,6,799,0
1125,2025-03-20,21,19,4,449,0
1140,2025-03-06,22,9,6,5999,0
1149,2025-03-03,29,1,5,65999,0
1172,2025-03-18,20,24,1,7499,0
1247,2025-03-13,6,23,6,8499,0.1
