OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
2,2025-01-28,12,7,5,14999,0
63,2025-01-26,19,18,3,1599,0.15
65,2025-01-02,7,22,4,3999,0
137,2025-01-25,16,18,6,1599,0.15
143,2025-01-09,6,10,1,10999,0
220,2025-01-24,22,24,5,7499,0.15
221,2025-01-30,4,22,4,3999,0.2
230,2025-01-22,18,21,6,499,0
238,2025-01-03,26,26,4,1899,0.1
315,2025-01-23,22,19,8,449,0.2
343,2025-01-01,28,25,1,12499,0.1
357,2025-01-29,12,15,2,24999,0
368,2025-01-25,15,26,3,1899,0
386,2025-01-28,17,18,2,1599,0.1
397,2025-01-19,2,13,1,5499,0
398,2025-01-12,18,10,2,10999,0.15
401,2025-01-18,25,5,4,799,0.15
446,2025-01-06,23,8,1,6999,0
484,2025-01-29,3,18,4,1599,0
539,2025-01-09,9,8,8,6999,0
554,2025-01-06,23,26,2,1899,0
643,2025-01-31,5,24,5,7499,0
658,2025-01-24,19,16,4,399,0
789,2025-01-31,9,19,5,449,0.2
810,2025-01-20,23,21,1,499,0.15
828,2025-01-02,29,15,5,24999,0
883,2025-01-03,3,26,6,1899,0
902,2025-01-02,30,17,2,299,0.05
915,2025-01-01,5,22,4,3999,0
918,2025-01-16,26,11,7,15499,0
927,2025-01-19,13,8,5,6999,0
929,2025-01-15,17,1,4,65999,0
1008,2025-01-19,6,16,7,399,0
1068,2025-01-08,29,2,4,52999,0
1072,2025-01-30,25,3,4,21999,0
1077,2025-01-03,24,5,5,799,0
1082,2025-01-21,15,1,7,65999,0
1091,2025-01-20,8,20,2,599,0
1128,2025-01-18,12,7,6,14999,0.1
1197,2025-01-07,30,2,2,52999,0.05
1267,2025-01-05,4,10,1,10999,0
1271,2025-01-07,27,14,3,4699,0.05
