OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
32,2025-04-21,15,24,1,7499,0
38,2025-04-12,16,16,4,399,0.15
91,2025-04-28,29,21,4,499,0.15
172,2025-04-07,28,17,1,299,0.2
173,2025-04-26,2,7,6,14999,0.2
180,2025-04-30,27,16,8,399,0
183,2025-04-29,11,26,5,1899,0
227,2025-04-29,21,4,8,11999,0.15
244,2025-04-02,14,22,2,3999,0.2
255,2025-04-21,12,22,7,3999,0
277,2025-04-08,23,21,7,499,0.05
353,2025-04-11,12,17,3,299,0
370,2025-04-18,27,19,2,449,0
382,2025-04-11,10,15,2,24999,0
413,2025-04-25,23,7,7,14999,0.2
441,2025-04-10,27,14,6,4699,0
462,2025-04-17,6,25,3,12499,0.15
476,2025-04-26,10,9,1,5999,0
479,2025-04-16,5,10,7,10999,0
511,2025-04-11,15,19,4,449,0
513,2025-04-10,13,13,8,5499,0
597,2025-04-22,30,2,5,52999,0
672,2025-04-12,4,18,6,1599,0
720,2025-04-27,16,13,6,5499,0.15
728,2025-04-18,23,18,5,1599,0.05
749,2025-04-28,5,5,2,799,0
753,2025-04-02,2,13,6,5499,0
771,2025-04-18,17,1,1,65999,0.2
781,2025-04-07,22,11,3,15499,0
792,2025-04-26,2,5,3,799,0
799,2025-04-06,14,16,7,399,0
808,2025-04-06,1,8,4,6999,0
819,2025-04-19,10,6,1,2999,0.2
847,2025-04-06,14,2,1,52999,0
854,2025-04-18,4,9,4,5999,0
885,2025-04-06,3,12,4,18999,0
910,2025-04-25,29,21,3,499,0
925,2025-04-09,25,19,4,449,0
964,2025-04-17,12,4,3,11999,0.15
1024,2025-04-08,28,3,2,21999,0
1046,2025-04-23,29,18,7,1599,0.15
1098,2025-04-30,24,4,6,11999,0.2
1100,2025-04-02,17,11,3,15499,0.2
1102,2025-04-24,25,21,7,499,0.1
1159,2025-04-27,14,10,8,10999,0.05
1167,2025-04-16,25,1,5,65999,0.15
1216,2025-04-27,30,24,1,7499,0.05
1251,2025-04-10,27,23,2,8499,0.1
1253,2025-04-26,8,20,4,599,0
1259,2025-04-11,3,20,2,599,0.15
1296,2025-04-25,25,13,4,5499,0.2
