OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
19,2024-09-21,8,2,4,52999,0
55,2024-09-05,30,22,2,3999,0
84,2024-09-08,13,18,1,1599,0.05
122,2024-09-09,28,22,2,3999,0
139,2024-09-19,9,8,2,6999,0
177,2024-09-28,18,1,7,65999,0
303,2024-09-27,21,23,7,8499,0
350,2024-09-19,15,20,7,599,0
365,2024-09-06,28,6,3,2999,0.1
374,2024-09-14,6,6,6,2999,0
377,2024-09-12,20,18,2,1599,0
392,2024-09-23,16,1,2,65999,0.15
445,2024-09-10,19,24,1,7499,0.05
512,2024-09-06,22,3,1,21999,0
520,2024-09-04,6,19,4,449,0.15
530,2024-09-23,15,12,5,18999,0
562,2024-09-30,11,15,4,24999,0.2
638,2024-09-27,23,14,4,4699,0
657,2024-09-14,24,20,4,599,0.2
729,2024-09-01,8,4,1,11999,0.15
761,2024-09-29,23,17,7,299,0
777,2024-09-03,22,4,8,11999,0
815,2024-09-08,14,22,2,3999,0.05
848,2024-09-15,29,17,4,299,0.2
903,2024-09-09,20,3,5,21999,0.2
909,2024-09-16,7,24,6,7499,0
968,2024-09-20,19,12,7,18999,0
1015,2024-09-06,9,18,1,1599,0.15
1041,2024-09-22,12,14,5,4699,0
1042,2024-09-13,1,1,3,65999,0.1
1155,2024-09-24,23,23,3,8499,0.15
1187,2024-09-22,10,24,8,7499,0.05
1210,2024-09-22,10,17,6,299,0
1230,2024-09-28,30,2,2,52999,0.1
1239,2024-09-29,20,11,8,15499,0
1264,2024-09-15,30,14,6,4699,0
