OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
26,2024-04-16,19,8,1,6999,0
67,2024-04-29,28,6,3,2999,0.15
89,2024-04-05,26,7,3,14999,0
100,2024-04-25,9,11,6,15499,0
115,2024-04-04,21,3,1,21999,0
178,2024-04-05,27,4,8,11999,0
308,2024-04-08,5,5,2,799,0.05
323,2024-04-27,13,3,6,21999,0
367,2024-04-29,26,16,1,399,0.1
466,2024-04-01,27,1,1,65999,0.05
468,2024-04-15,8,15,6,24999,0
497,2024-04-16,13,19,4,449,0.2
592,2024-04-30,7,26,6,1899,0.15
617,2024-04-13,13,3,2,21999,0
741,2024-04-27,16,10,2,10999,0.15
788,2024-04-02,24,10,7,10999,0.1
844,2024-04-26,3,15,8,24999,0.2
876,2024-04-06,30,21,6,499,0
1011,2024-04-13,27,4,5,11999,0
1034,2024-04-14,8,24,5,7499,0.2
1045,2024-04-18,26,1,6,65999,0
1069,2024-04-28,21,14,6,4699,0
1131,2024-04-23,7,22,6,3999,0
1148,2024-04-28,17,9,1,5999,0.05
1162,2024-04-20,8,22,1,3999,0.1
1246,2024-04-19,8,5,5,799,0.1
