OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
35,2025-05-14,6,9,8,5999,0
41,2025-05-16,23,24,8,7499,0
47,2025-05-08,22,19,6,449,0.05
106,2025-05-08,18,24,4,7499,0.2
152,2025-05-28,10,19,1,449,0
158,2025-05-20,4,18,4,1599,0
205,2025-05-18,23,9,8,5999,0.05
240,2025-05-12,17,4,2,11999,0.2
251,2025-05-24,11,22,5,3999,0.1
267,2025-05-18,16,20,8,599,0.15
269,2025-05-30,4,10,8,10999,0.05
273,2025-05-31,6,5,7,799,0
380,2025-05-03,20,21,1,499,0.2
470,2025-05-08,20,25,1,12499,0
477,2025-05-24,18,16,1,399,0.1
496,2025-05-05,10,5,4,799,0.1
557,2025-05-31,4,1,2,65999,0.05
567,2025-05-23,15,8,7,6999,0
570,2025-05-29,13,1,4,65999,0
584,2025-05-01,23,15,8,24999,0
616,2025-05-14,23,5,8,799,0
624,2025-05-29,11,26,3,1899,0
635,2025-05-17,23,13,2,5499,0
651,2025-05-08,8,11,4,15499,0.15
731,2025-05-25,3,10,8,10999,0
774,2025-05-17,29,13,6,5499,0.2
813,2025-05-03,15,13,2,5499,0.05
826,2025-05-22,24,4,2,11999,0
862,2025-05-07,20,23,4,8499,0.05
1009,2025-05-08,23,25,6,12499,0.1
1014,2025-05-13,16,5,6,799,0.2
1099,2025-05-24,29,4,3,11999,0
1275,2025-05-21,20,6,8,2999,0.15
1277,2025-05-19,20,1,8,65999,0
