OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
24,2025-06-16,29,17,8,299,0
80,2025-06-02,3,22,6,3999,0.1
86,2025-06-23,15,22,4,3999,0.2
96,2025-06-25,20,24,7,7499,0.2
167,2025-06-11,21,16,2,399,0.2
174,2025-06-24,25,2,4,52999,0.05
213,2025-06-21,2,19,6,449,0
229,2025-06-27,15,8,6,6999,0
245,2025-06-27,3,3,6,21999,0
280,2025-06-13,28,4,4,11999,0.15
289,2025-06-24,21,10,5,10999,0
351,2025-06-28,12,15,1,24999,0.1
352,2025-06-09,9,21,1,499,0
373,2025-06-05,17,2,2,52999,0
424,2025-06-24,21,9,8,5999,0
473,2025-06-17,8,18,4,1599,0
515,2025-06-07,21,26,6,1899,0
523,2025-06-14,8,3,6,21999,0.15
542,2025-06-20,11,14,3,4699,0.05
589,2025-06-22,18,7,7,14999,0
622,2025-06-25,28,7,2,14999,0
710,2025-06-13,26,21,8,499,0.1
726,2025-06-02,21,6,7,2999,0
759,2025-06-23,7,14,8,4699,0.1
806,2025-06-07,29,22,3,3999,0.1
836,2025-06-21,2,3,5,21999,0.1
941,2025-06-19,6,8,2,6999,0.05
957,2025-06-02,17,14,6,4699,0
1012,2025-06-04,28,13,4,5499,0
1027,2025-06-30,25,12,8,18999,0.15
1039,2025-06-09,17,21,5,499,0.1
1063,2025-06-26,8,24,1,7499,0
1076,2025-06-17,24,7,1,14999,0.15
1116,2025-06-08,14,4,4,11999,0
1130,2025-06-24,20,5,8,799,0
1255,2025-06-01,26,14,6,4699,0
1268,2025-06-03,23,19,7,449,0.1
