OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
18,2024-10-25,16,1,2,65999,0.1
43,2024-10-04,2,2,8,52999,0
50,2024-10-09,30,25,2,12499,0
77,2024-10-04,14,20,2,599,0.15
82,2024-10-30,13,23,5,8499,0
140,2024-10-08,4,24,3,7499,0
188,2024-10-13,24,16,7,399,0.15
194,2024-10-10,21,23,8,8499,0
198,2024-10-26,26,2,5,52999,0.1
288,2024-10-09,5,15,2,24999,0.2
341,2024-10-08,30,10,7,10999,0.2
349,2024-10-19,4,3,6,21999,0.05
364,2024-10-16,22,12,2,18999,0.05
371,2024-10-11,21,3,8,21999,0.2
385,2024-10-15,24,12,7,18999,0
475,2024-10-18,8,10,3,10999,0
524,2024-10-30,1,21,5,499,0.2
529,2024-10-10,12,4,2,11999,0
543,2024-10-18,20,23,4,8499,0.2
544,2024-10-05,6,13,6,5499,0.05
564,2024-10-15,3,10,1,10999,0
581,2024-10-06,27,15,1,24999,0.1
595,2024-10-24,23,10,5,10999,0.05
618,2024-10-03,12,10,3,10999,0.15
652,2024-10-17,9,3,6,21999,0
700,2024-10-13,26,24,6,7499,0
706,2024-10-24,2,1,3,65999,0
746,2024-10-16,30,24,2,7499,0
794,2024-10-09,28,23,3,8499,0
801,2024-10-21,25,17,4,299,0
842,2024-10-18,8,11,5,15499,0
882,2024-10-22,20,2,5,52999,0.2
889,2024-10-19,13,26,2,1899,0.15
900,2024-10-09,1,13,2,5499,0
936,2024-10-25,4,23,5,8499,0.05
990,2024-10-08,14,12,1,18999,0.05
1086,2024-10-22,14,21,6,499,0
1158,2024-10-12,27,5,1,799,0.1
1198,2024-10-23,12,13,2,5499,0.15
1203,2024-10-10,9,17,6,299,0
1217,2024-10-08,18,18,1,1599,0
1233,2024-10-19,7,7,5,14999,0.05
1243,2024-10-01,11,7,2,14999,0.2
