OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
7,2025-10-19,13,21,8,499,0
92,2025-10-09,13,8,3,6999,0
135,2025-10-02,15,26,1,1899,0
145,2025-10-02,4,1,5,65999,0.2
225,2025-10-05,4,4,4,11999,0
242,2025-10-28,8,20,1,599,0.05
274,2025-10-21,18,22,6,3999,0
287,2025-10-08,15,25,8,12499,0.1
362,2025-10-02,7,4,3,11999,0
399,2025-10-29,15,25,5,12499,0
402,2025-10-21,2,2,1,52999,0
522,2025-10-22,24,12,1,18999,0
525,2025-10-01,8,12,7,18999,0.15
537,2025-10-06,5,3,3,21999,0.15
545,2025-10-02,19,26,4,1899,0.1
550,2025-10-19,5,21,5,499,0
605,2025-10-10,9,11,5,15499,0.1
642,2025-10-13,12,17,5,299,0
653,2025-10-25,22,2,3,52999,0
663,2025-10-04,2,5,5,799,0
702,2025-10-05,18,10,3,10999,0.2
715,2025-10-13,5,11,2,15499,0
730,2025-10-02,5,2,6,52999,0
782,2025-10-15,10,9,7,5999,0.15
804,2025-10-27,19,10,3,10999,0
822,2025-10-08,5,3,2,21999,0
841,2025-10-12,28,6,2,2999,0.2
985,2025-10-27,10,11,2,15499,0.05
999,2025-10-05,29,19,5,449,0.2
1003,2025-10-26,12,13,3,5499,0.2
1073,2025-10-20,3,22,6,3999,0
1120,2025-10-30,3,8,7,6999,0.05
1164,2025-10-25,28,20,8,599,0.1
1204,2025-10-13,17,24,8,7499,0.2
1278,2025-10-24,9,14,6,4699,0
