OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
25,2024-05-22,8,3,6,21999,0
34,2024-05-24,7,7,8,14999,0
46,2024-05-19,19,20,1,599,0
69,2024-05-23,9,6,2,2999,0.15
98,2024-05-21,27,21,5,499,0.2
99,2024-05-04,9,15,2,24999,0.05
116,2024-05-21,7,1,3,65999,0
128,2024-05-17,27,3,5,21999,0.2
129,2024-05-14,25,15,7,24999,0.1
150,2024-05-23,4,18,7,1599,0
164,2024-05-27,1,3,4,21999,0
201,2024-05-08,16,19,3,449,0
301,2024-05-31,24,22,3,3999,0.1
332,2024-05-07,19,14,3,4699,0
359,2024-05-26,4,1,3,65999,0.2
387,2024-05-10,15,4,5,11999,0.2
388,2024-05-22,5,4,1,11999,0.05
411,2024-05-11,2,19,2,449,0
451,2024-05-21,22,25,2,12499,0.2
489,2024-05-11,23,20,4,599,0.15
490,2024-05-05,18,11,5,15499,0.15
535,2024-05-12,19,17,3,299,0.15
555,2024-05-23,22,22,6,3999,0
566,2024-05-14,17,6,3,2999,0.1
577,2024-05-03,10,4,3,11999,0.1
590,2024-05-21,10,2,8,52999,0.05
611,2024-05-27,3,12,3,18999,0
639,2024-05-15,3,14,2,4699,0.2
676,2024-05-23,12,13,1,5499,0.05
773,2024-05-31,20,26,5,1899,0.05
775,2024-05-31,7,15,5,24999,0.15
839,2024-05-24,16,12,7,18999,0
871,2024-05-28,5,2,5,52999,0
946,2024-05-14,2,5,3,799,0
986,2024-05-27,23,15,7,24999,0.2
987,2024-05-13,25,11,8,15499,0.2
991,2024-05-23,10,3,7,21999,0.1
995,2024-05-10,28,9,4,5999,0
1029,2024-05-30,24,23,2,8499,0
1047,2024-05-26,6,23,7,8499,0.15
1071,2024-05-12,1,2,8,52999,0
1103,2024-05-07,19,18,4,1599,0.15
1126,2024-05-11,3,9,7,5999,0.1
1145,2024-05-21,30,17,5,299,0.1
1152,2024-05-07,19,5,7,799,0.05
1223,2024-05-01,12,15,5,24999,0
1290,2024-05-31,5,20,5,599,0.05
