OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
85,2024-08-10,7,14,6,4699,0.2
136,2024-08-25,8,13,4,5499,0.05
184,2024-08-02,24,10,8,10999,0
210,2024-08-09,25,26,4,1899,0.1
256,2024-08-12,20,10,6,10999,0
272,2024-08-15,11,4,1,11999,0.2
313,2024-08-06,25,24,8,7499,0
340,2024-08-23,7,2,4,52999,0
381,2024-08-16,21,10,8,10999,0
395,2024-08-08,18,1,2,65999,0.15
419,2024-08-14,23,7,8,14999,0.1
435,2024-08-15,29,2,1,52999,0.05
527,2024-08-27,26,8,2,6999,0
549,2024-08-19,27,23,2,8499,0.15
628,2024-08-28,21,2,4,52999,0.2
655,2024-08-01,25,10,6,10999,0
689,2024-08-27,16,14,8,4699,0
906,2024-08-27,21,5,5,799,0.1
916,2024-08-06,20,3,4,21999,0.1
949,2024-08-03,3,7,8,14999,0.2
961,2024-08-03,20,18,7,1599,0.05
1043,2024-08-10,16,18,1,1599,0.2
1175,2024-08-19,15,13,5,5499,0.05
1238,2024-08-03,19,8,3,6999,0
1250,2024-08-01,25,12,3,18999,0
1266,2024-08-25,2,12,1,18999,0
1288,2024-08-20,26,24,1,7499,0.05
