OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
22,2025-12-16,28,20,7,599,0
151,2025-12-06,13,15,8,24999,0.05
247,2025-12-22,10,15,7,24999,0
263,2025-12-22,7,13,7,5499,0.2
297,2025-12-09,17,20,3,599,0.1
314,2025-12-29,8,10,8,10999,0
333,2025-12-08,12,3,1,21999,0.15
358,2025-12-20,12,13,6,5499,0.05
437,2025-12-09,16,5,8,799,0.05
452,2025-12-17,23,12,2,18999,0
482,2025-12-21,5,13,4,5499,0.05
516,2025-12-17,30,2,4,52999,0
553,2025-12-30,17,23,7,8499,0
604,2025-12-30,13,7,7,14999,0
620,2025-12-22,19,1,3,65999,0.2
630,2025-12-17,29,1,6,65999,0.1
645,2025-12-08,3,9,2,5999,0.2
698,2025-12-28,27,26,1,1899,0
762,2025-12-09,29,19,1,449,0
868,2025-12-29,10,14,1,4699,0
887,2025-12-22,16,18,1,1599,0
958,2025-12-21,14,8,8,6999,0.15
1002,2025-12-12,26,14,8,4699,0
1032,2025-12-09,25,3,2,21999,0.05
1050,2025-12-25,26,9,7,5999,0
1081,2025-12-23,5,15,5,24999,0.05
1085,2025-12-09,22,16,3,399,0.05
1136,2025-12-07,25,9,8,5999,0
1220,2025-12-30,27,6,7,2999,0
1224,2025-12-11,10,6,2,2999,0.1
1234,2025-12-26,11,25,8,12499,0
1300,2025-12-26,8,13,7,5499,0.2
