OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
5,2023-04-25,8,2,6,52999,0.15
44,2023-04-27,17,3,3,21999,0
90,2023-04-05,8,16,2,399,0.2
266,2023-04-12,22,3,5,21999,0.2
270,2023-04-04,8,13,1,5499,0
318,2023-04-17,21,16,6,399,0
394,2023-04-10,2,10,8,10999,0.2
427,2023-04-14,22,17,4,299,0
428,2023-04-18,4,14,6,4699,0.2
460,2023-04-03,14,12,2,18999,0
472,2023-04-10,8,24,1,7499,0.15
556,2023-04-01,19,21,7,499,0.1
607,2023-04-05,4,21,8,499,0
640,2023-04-23,10,22,3,3999,0
719,2023-04-09,13,15,7,24999,0
727,2023-04-20,4,11,4,15499,0
754,2023-04-11,24,16,5,399,0.1
760,2023-04-26,17,26,3,1899,0
796,2023-04-29,1,15,5,24999,0
805,2023-04-04,10,10,8,10999,0.1
840,2023-04-22,1,21,3,499,0.2
857,2023-04-06,30,21,2,499,0.2
971,2023-04-17,6,13,1,5499,0
975,2023-04-28,25,6,8,2999,0.2
1094,2023-04-30,27,20,5,599,0
1115,2023-04-25,30,25,6,12499,0.1
1119,2023-04-14,22,24,7,7499,0.2
1139,2023-04-19,15,21,1,499,0
1193,2023-04-11,6,5,1,799,0.1
1208,2023-04-04,11,12,4,18999,0
1283,2023-04-19,29,11,1,15499,0.2
