OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
29,2024-03-14,18,5,8,799,0
52,2024-03-12,17,9,3,5999,0.1
102,2024-03-14,3,14,7,4699,0.1
107,2024-03-25,9,14,8,4699,0
131,2024-03-10,12,26,5,1899,0.1
141,2024-03-19,24,16,5,399,0.05
153,2024-03-01,21,7,5,14999,0
211,2024-03-24,21,7,5,14999,0
449,2024-03-24,5,16,3,399,0.2
487,2024-03-03,28,11,5,15499,0
488,2024-03-09,30,7,2,14999,0.2
495,2024-03-29,24,5,1,799,0.05
558,2024-03-30,17,24,4,7499,0.2
675,2024-03-16,27,11,3,15499,0
770,2024-03-29,21,8,4,6999,0.05
784,2024-03-31,22,18,8,1599,0.1
809,2024-03-08,24,1,3,65999,0
820,2024-03-01,23,16,6,399,0
865,2024-03-21,7,7,5,14999,0.1
942,2024-03-09,5,6,3,2999,0.1
945,2024-03-07,19,6,7,2999,0
1001,2024-03-30,25,19,3,449,0
1048,2024-03-27,9,3,7,21999,0
1092,2024-03-03,21,16,2,399,0.2
1107,2024-03-30,7,11,1,15499,0.05
1112,2024-03-21,24,3,6,21999,0.2
1168,2024-03-31,24,22,4,3999,0
1201,2024-03-04,20,2,2,52999,0
1261,2024-03-21,27,5,1,799,0
