OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
11,2023-11-24,26,22,7,3999,0
17,2023-11-10,12,25,3,12499,0
54,2023-11-20,15,18,5,1599,0
61,2023-11-27,24,15,7,24999,0
97,2023-11-22,24,16,8,399,0.05
126,2023-11-10,14,6,5,2999,0.2
149,2023-11-02,26,19,5,449,0
154,2023-11-18,8,6,2,2999,0
169,2023-11-26,11,14,8,4699,0.05
179,2023-11-12,16,23,5,8499,0.05
189,2023-11-08,16,2,3,52999,0.1
204,2023-11-20,3,15,6,24999,0.05
252,2023-11-09,22,16,2,399,0
286,2023-11-10,25,25,2,12499,0
320,2023-11-25,9,15,3,24999,0.15
378,2023-11-12,6,22,6,3999,0
383,2023-11-20,15,14,8,4699,0.2
390,2023-11-24,27,11,6,15499,0
391,2023-11-23,16,17,8,299,0.2
430,2023-11-20,14,21,8,499,0.2
503,2023-11-06,1,7,8,14999,0.1
610,2023-11-22,28,9,2,5999,0.1
637,2023-11-15,18,11,7,15499,0
659,2023-11-05,1,14,1,4699,0
738,2023-11-06,25,23,2,8499,0
780,2023-11-04,17,25,4,12499,0
880,2023-11-26,19,9,1,5999,0.1
896,2023-11-11,1,15,6,24999,0
905,2023-11-17,18,8,3,6999,0.15
1013,2023-11-03,16,26,1,1899,0
1033,2023-11-15,3,21,7,499,0.05
1066,2023-11-21,21,24,1,7499,0
1118,2023-11-03,11,17,4,299,0
1150,2023-11-07,11,13,3,5499,0
1160,2023-11-08,25,7,2,14999,0
1196,2023-11-27,22,10,3,10999,0.2
1219,2023-11-02,9,1,6,65999,0.15
1262,2023-11-02,15,18,5,1599,0.15
1292,2023-11-06,22,15,6,24999,0
