OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
3,2023-12-17,18,24,4,7499,0
87,2023-12-14,22,3,5,21999,0.1
160,2023-12-06,26,10,5,10999,0.2
197,2023-12-07,23,10,1,10999,0
215,2023-12-26,7,5,6,799,0.05
216,2023-12-03,9,16,5,399,0.1
454,2023-12-03,11,17,8,299,0
536,2023-12-14,5,9,5,5999,0.05
580,2023-12-08,16,10,3,10999,0
593,2023-12-06,20,5,4,799,0
632,2023-12-20,25,16,2,399,0
647,2023-12-08,12,6,5,2999,0
687,2023-12-20,12,7,3,14999,0.05
711,2023-12-23,23,18,6,1599,0
712,2023-12-26,13,10,5,10999,0
713,2023-12-30,24,1,7,65999,0
767,2023-12-30,28,16,6,399,0.1
768,2023-12-01,27,9,2,5999,0.05
797,2023-12-12,19,25,3,12499,0.2
937,2023-12-23,13,21,7,499,0.1
948,2023-12-07,9,6,7,2999,0
984,2023-12-25,14,17,2,299,0
1028,2023-12-09,6,1,3,65999,0
1030,2023-12-08,13,4,2,11999,0
1070,2023-12-09,26,9,2,5999,0.15
1113,2023-12-21,16,23,2,8499,0.05
1138,2023-12-15,2,10,4,10999,0.05
1256,2023-12-21,22,22,2,3999,0.2
1270,2023-12-22,16,5,4,799,0.15
1297,2023-12-09,7,19,6,449,0
