OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
23,2024-02-16,23,10,7,10999,0.1
48,2024-02-23,22,23,6,8499,0
121,2024-02-11,3,19,4,449,0
206,2024-02-12,13,16,2,399,0
234,2024-02-29,19,7,4,14999,0.1
271,2024-02-23,10,7,3,14999,0.05
317,2024-02-13,26,20,3,599,0.05
376,2024-02-07,21,18,5,1599,0
384,2024-02-22,11,20,3,599,0.1
425,2024-02-18,27,18,5,1599,0.05
431,2024-02-13,25,10,6,10999,0.05
455,2024-02-25,23,19,8,449,0
471,2024-02-27,3,4,1,11999,0.2
483,2024-02-21,11,21,2,499,0.2
494,2024-02-21,12,11,7,15499,0
681,2024-02-10,27,13,6,5499,0
683,2024-02-09,29,21,8,499,0
691,2024-02-13,21,26,4,1899,0
705,2024-02-17,26,5,6,799,0
745,2024-02-18,27,21,3,499,0.05
791,2024-02-03,17,4,7,11999,0.05
818,2024-02-14,25,9,4,5999,0.1
870,2024-02-14,9,25,3,12499,0.05
877,2024-02-01,10,15,3,24999,0
934,2024-02-28,17,26,6,1899,0.15
954,2024-02-19,17,17,7,299,0
996,2024-02-20,27,8,6,6999,0
1020,2024-02-12,19,19,3,449,0.05
1144,2024-02-12,17,15,1,24999,0
1206,2024-02-01,1,4,1,11999,0.2
1209,2024-02-17,23,10,5,10999,0
