OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
27,2023-05-01,8,3,1,21999,0.1
28,2023-05-26,17,8,5,6999,0.2
33,2023-05-05,13,24,6,7499,0
39,2023-05-01,6,13,1,5499,0.15
45,2023-05-20,22,8,7,6999,0
53,2023-05-21,29,8,6,6999,0.05
157,2023-05-26,22,8,5,6999,0
195,2023-05-21,8,21,5,499,0
223,2023-05-10,21,15,5,24999,0.15
246,2023-05-15,5,9,6,5999,0.15
300,2023-05-15,11,4,7,11999,0.05
330,2023-05-09,4,16,1,399,0
339,2023-05-10,23,25,8,12499,0
369,2023-05-15,10,13,8,5499,0.15
414,2023-05-08,23,5,4,799,0.1
432,2023-05-02,30,25,2,12499,0
453,2023-05-07,27,18,4,1599,0
461,2023-05-22,30,16,1,399,0.05
501,2023-05-01,17,2,2,52999,0
504,2023-05-04,20,21,8,499,0.2
594,2023-05-02,19,12,5,18999,0
633,2023-05-19,1,9,4,5999,0
634,2023-05-04,26,13,5,5499,0.15
718,2023-05-19,12,9,2,5999,0
740,2023-05-05,27,13,7,5499,0.2
894,2023-05-15,7,22,4,3999,0.15
898,2023-05-25,19,8,5,6999,0.15
901,2023-05-10,25,24,1,7499,0
913,2023-05-30,10,22,2,3999,0.05
933,2023-05-09,9,12,4,18999,0
973,2023-05-12,9,8,6,6999,0
981,2023-05-21,30,3,5,21999,0.1
1051,2023-05-21,6,5,5,799,0
1074,2023-05-03,12,21,3,499,0
1084,2023-05-10,22,18,7,1599,0
1093,2023-05-05,12,18,7,1599,0.1
1095,2023-05-25,27,10,2,10999,0
1157,2023-05-19,18,18,2,1599,0
1169,2023-05-16,6,15,8,24999,0.1
1199,2023-05-13,10,16,3,399,0
1252,2023-05-26,26,10,8,10999,0.15
1287,2023-05-06,21,16,3,399,0
