OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
10,2023-07-06,25,2,2,52999,0
31,2023-07-18,22,14,6,4699,0.15
59,2023-07-09,21,14,5,4699,0
88,2023-07-11,27,25,4,12499,0.05
142,2023-07-25,27,7,5,14999,0
190,2023-07-25,28,15,2,24999,0.2
196,2023-07-05,14,4,2,11999,0.2
212,2023-07-18,29,21,1,499,0.05
214,2023-07-04,30,10,6,10999,0.15
232,2023-07-07,22,7,1,14999,0
285,2023-07-30,5,9,4,5999,0
295,2023-07-31,26,11,2,15499,0
309,2023-07-27,17,25,1,12499,0.1
321,2023-07-07,30,8,8,6999,0.1
429,2023-07-25,22,25,3,12499,0
493,2023-07-21,26,24,8,7499,0.1
613,2023-07-06,23,4,1,11999,0
674,2023-07-05,6,26,5,1899,0
684,2023-07-08,29,26,6,1899,0
697,2023-07-25,8,22,4,3999,0.05
721,2023-07-27,27,16,4,399,0
725,2023-07-10,11,20,8,599,0
732,2023-07-18,1,7,3,14999,0.05
750,2023-07-26,26,10,6,10999,0.15
776,2023-07-29,1,17,6,299,0.05
786,2023-07-19,16,5,5,799,0
914,2023-07-21,7,24,8,7499,0.1
955,2023-07-17,6,16,1,399,0
956,2023-07-10,16,22,3,3999,0
970,2023-07-25,7,17,7,299,0.1
1006,2023-07-26,11,12,5,18999,0
1016,2023-07-22,23,6,1,2999,0
1056,2023-07-04,5,1,8,65999,0
1087,2023-07-17,17,22,2,3999,0
1127,2023-07-03,4,22,7,3999,0.15
1178,2023-07-05,24,17,2,299,0
1181,2023-07-04,9,11,3,15499,0
1182,2023-07-06,4,23,8,8499,0.1
1258,2023-07-19,27,15,3,24999,0.05
