OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
68,2023-02-20,6,24,6,7499,0.15
72,2023-02-18,22,7,7,14999,0.1
110,2023-02-25,3,21,7,499,0
120,2023-02-22,30,10,7,10999,0.15
130,2023-02-28,16,11,3,15499,0.2
191,2023-02-01,24,5,7,799,0
208,2023-02-14,27,22,7,3999,0.05
222,2023-02-21,20,18,6,1599,0
239,2023-02-02,6,9,1,5999,0
276,2023-02-08,15,3,6,21999,0.15
322,2023-02-24,14,2,7,52999,0.1
324,2023-02-27,11,4,6,11999,0
327,2023-02-08,9,7,3,14999,0.15
379,2023-02-28,3,2,5,52999,0
412,2023-02-08,15,11,7,15499,0
505,2023-02-02,1,18,7,1599,0
506,2023-02-04,17,24,5,7499,0.05
507,2023-02-05,17,23,7,8499,0
548,2023-02-25,24,15,4,24999,0.2
560,2023-02-20,16,4,5,11999,0.15
565,2023-02-16,28,11,2,15499,0
626,2023-02-24,28,22,5,3999,0
704,2023-02-10,17,16,1,399,0.1
723,2023-02-11,11,9,2,5999,0
755,2023-02-11,11,26,5,1899,0.05
769,2023-02-26,13,2,3,52999,0
869,2023-02-21,13,5,1,799,0
988,2023-02-26,16,4,5,11999,0
1054,2023-02-15,6,4,5,11999,0.05
1083,2023-02-08,20,12,4,18999,0.1
1129,2023-02-19,25,10,3,10999,0.1
1137,2023-02-07,13,19,1,449,0.05
1141,2023-02-09,10,21,7,499,0
1180,2023-02-21,6,15,4,24999,0.2
1232,2023-02-16,19,25,5,12499,0
1236,2023-02-01,20,18,2,1599,0
