OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
1,2024-07-23,15,21,6,499,0
6,2024-07-02,3,7,6,14999,0
57,2024-07-31,20,7,6,14999,0
73,2024-07-24,28,3,5,21999,0.1
132,2024-07-26,29,20,5,599,0
144,2024-07-15,2,2,5,52999,0
162,2024-07-11,17,18,8,1599,0.2
165,2024-07-05,19,2,3,52999,0.2
228,2024-07-26,2,23,6,8499,0
259,2024-07-24,19,8,7,6999,0
260,2024-07-01,1,6,5,2999,0.05
268,2024-07-13,7,25,2,12499,0.1
316,2024-07-31,25,13,7,5499,0
344,2024-07-13,4,26,6,1899,0.15
418,2024-07-25,18,10,4,10999,0.05
469,2024-07-18,7,24,2,7499,0
485,2024-07-03,13,22,1,3999,0
510,2024-07-01,26,13,2,5499,0.1
528,2024-07-02,5,13,3,5499,0.15
538,2024-07-19,14,10,8,10999,0
571,2024-07-24,25,23,2,8499,0
625,2024-07-21,21,3,4,21999,0.05
636,2024-07-22,3,10,2,10999,0
688,2024-07-27,15,5,1,799,0
694,2024-07-07,6,1,6,65999,0
756,2024-07-28,27,16,2,399,0
758,2024-07-05,24,14,2,4699,0
765,2024-07-15,12,15,7,24999,0
920,2024-07-20,27,12,3,18999,0.1
923,2024-07-28,28,5,4,799,0.05
966,2024-07-18,22,13,4,5499,0.15
1026,2024-07-01,20,21,7,499,0.05
1200,2024-07-16,11,17,7,299,0
1235,2024-07-12,5,6,5,2999,0
