OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
20,2023-06-25,24,16,2,399,0
36,2023-06-04,15,26,2,1899,0
114,2023-06-17,16,1,1,65999,0.1
163,2023-06-14,20,2,7,52999,0.1
171,2023-06-30,11,9,6,5999,0
192,2023-06-03,16,26,5,1899,0.1
253,2023-06-24,3,14,2,4699,0.1
265,2023-06-23,29,2,3,52999,0
292,2023-06-07,21,3,7,21999,0.2
302,2023-06-16,19,22,3,3999,0.1
304,2023-06-23,10,18,7,1599,0.1
348,2023-06-11,14,20,3,599,0.05
552,2023-06-01,15,20,8,599,0.15
561,2023-06-25,4,24,3,7499,0.1
576,2023-06-23,22,5,6,799,0
585,2023-06-19,19,1,4,65999,0.05
690,2023-06-29,9,13,3,5499,0.15
733,2023-06-17,16,4,5,11999,0.15
798,2023-06-30,5,20,7,599,0.15
845,2023-06-30,28,16,8,399,0.1
897,2023-06-29,3,2,3,52999,0.05
924,2023-06-06,24,3,1,21999,0
938,2023-06-09,17,9,7,5999,0
979,2023-06-27,9,25,7,12499,0.1
992,2023-06-05,18,6,8,2999,0.1
1022,2023-06-10,13,20,5,599,0.2
1059,2023-06-14,27,25,3,12499,0
1132,2023-06-25,4,24,1,7499,0
1163,2023-06-12,23,25,8,12499,0
1183,2023-06-24,17,23,7,8499,0
1195,2023-06-29,2,4,7,11999,0
1274,2023-06-23,5,21,7,499,0.2
1295,2023-06-22,5,20,3,599,0.2
