OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
70,2023-03-21,28,16,4,399,0
76,2023-03-20,4,20,7,599,0.1
156,2023-03-08,8,10,5,10999,0.2
293,2023-03-26,15,26,4,1899,0.1
296,2023-03-22,8,23,8,8499,0.2
312,2023-03-31,14,12,4,18999,0.2
423,2023-03-28,10,23,2,8499,0.1
433,2023-03-18,30,6,7,2999,0
434,2023-03-16,27,13,8,5499,0
518,2023-03-09,6,11,1,15499,0
569,2023-03-01,24,20,4,599,0.2
586,2023-03-08,9,8,5,6999,0
644,2023-03-02,11,26,7,1899,0.05
664,2023-03-31,30,8,7,6999,0.1
685,2023-03-29,15,2,3,52999,0.15
695,2023-03-02,29,26,5,1899,0
703,2023-03-19,3,2,4,52999,0
742,2023-03-13,17,19,3,449,0
752,2023-03-18,6,9,7,5999,0
764,2023-03-09,15,2,6,52999,0
766,2023-03-04,8,12,8,18999,0.2
800,2023-03-19,18,7,6,14999,0
825,2023-03-22,28,10,6,10999,0.1
872,2023-03-08,12,15,2,24999,0
879,2023-03-25,14,9,5,5999,0
908,2023-03-27,1,19,7,449,0
932,2023-03-24,8,25,8,12499,0
974,2023-03-19,24,13,7,5499,0.05
977,2023-03-10,26,20,4,599,0
978,2023-03-15,12,8,1,6999,0
998,2023-03-28,28,16,6,399,0.1
1036,2023-03-13,22,12,6,18999,0.2
1109,2023-03-19,15,12,3,18999,0
1114,2023-03-18,24,26,7,1899,0
1171,2023-03-27,20,24,7,7499,0.1
1174,2023-03-22,18,13,1,5499,0
1194,2023-03-17,5,2,5,52999,0.1
1212,2023-03-01,27,6,4,2999,0.1
1214,2023-03-14,21,5,8,799,0
1222,2023-03-06,9,14,2,4699,0.2
1225,2023-03-18,25,7,2,14999,0.2
1229,2023-03-16,15,13,2,5499,0
1279,2023-03-19,19,16,6,399,0
1286,2023-03-14,23,20,5,599,0.05
