OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
105,2025-09-03,1,12,5,18999,0.15
125,2025-09-30,4,14,6,4699,0.2
134,2025-09-27,18,25,4,12499,0.2
146,2025-09-07,15,11,3,15499,0
294,2025-09-01,17,5,1,799,0.2
410,2025-09-10,6,17,7,299,0
415,2025-09-06,17,13,6,5499,0
420,2025-09-09,12,18,5,1599,0.05
443,2025-09-04,11,8,1,6999,0.05
602,2025-09-26,11,19,1,449,0
614,2025-09-03,3,5,4,799,0.2
693,2025-09-19,12,19,6,449,0.15
795,2025-09-25,11,21,3,499,0.1
807,2025-09-30,12,25,4,12499,0
831,2025-09-06,26,14,3,4699,0
860,2025-09-16,30,17,3,299,0
892,2025-09-23,2,10,4,10999,0.1
917,2025-09-22,15,11,5,15499,0
921,2025-09-09,15,15,6,24999,0.05
922,2025-09-24,18,4,3,11999,0
940,2025-09-14,29,20,1,599,0
950,2025-09-13,6,8,7,6999,0
967,2025-09-15,6,12,8,18999,0.05
1040,2025-09-13,18,8,2,6999,0.2
1044,2025-09-04,10,1,7,65999,0.05
1078,2025-09-20,23,15,5,24999,0.2
1089,2025-09-21,7,4,1,11999,0.15
1090,2025-09-30,17,20,5,599,0
1122,2025-09-01,19,24,1,7499,0.15
1143,2025-09-19,28,20,2,599,0
1146,2025-09-30,13,24,3,7499,0
1191,2025-09-01,15,14,8,4699,0
1202,2025-09-17,24,23,5,8499,0.15
1254,2025-09-14,13,3,6,21999,0
1280,2025-09-13,23,3,3,21999,0.05
1289,2025-09-19,3,5,2,799,0.05
