OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
101,2023-10-11,5,8,7,6999,0
235,2023-10-30,26,20,1,599,0.05
236,2023-10-24,5,18,5,1599,0
325,2023-10-09,2,10,8,10999,0
331,2023-10-22,10,14,1,4699,0.1
337,2023-10-01,2,12,6,18999,0
354,2023-10-20,28,20,8,599,0
396,2023-10-02,29,9,6,5999,0.15
426,2023-10-09,4,20,4,599,0
474,2023-10-14,17,10,4,10999,0.1
500,2023-10-14,24,18,8,1599,0
519,2023-10-23,25,23,7,8499,0
578,2023-10-17,17,13,7,5499,0
623,2023-10-14,25,4,7,11999,0.1
670,2023-10-06,25,25,2,12499,0
757,2023-10-03,10,24,8,7499,0.1
816,2023-10-08,14,4,2,11999,0.05
864,2023-10-10,14,20,5,599,0.1
931,2023-10-27,24,24,8,7499,0.1
960,2023-10-02,9,16,4,399,0
972,2023-10-25,16,20,7,599,0
1023,2023-10-24,28,6,6,2999,0.15
1038,2023-10-04,23,18,3,1599,0.2
1124,2023-10-04,16,18,4,1599,0.2
1133,2023-10-30,28,10,1,10999,0.1
1154,2023-10-11,19,18,4,1599,0
1156,2023-10-25,21,19,3,449,0.1
1166,2023-10-09,6,7,4,14999,0
1179,2023-10-05,13,14,6,4699,0.2
1186,2023-10-24,6,25,1,12499,0.15
1228,2023-10-21,25,4,3,11999,0
1273,2023-10-22,24,16,7,399,0
