OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
8,2024-06-26,5,8,5,6999,0.15
40,2024-06-27,30,26,8,1899,0.05
49,2024-06-27,13,5,5,799,0.2
56,2024-06-25,4,4,3,11999,0.05
58,2024-06-24,17,16,5,399,0
147,2024-06-01,28,16,2,399,0
159,2024-06-28,27,5,2,799,0
335,2024-06-03,24,1,6,65999,0
342,2024-06-02,2,25,4,12499,0.05
361,2024-06-17,23,15,4,24999,0.05
417,2024-06-25,20,16,4,399,0
492,2024-06-19,12,17,8,299,0.2
551,2024-06-01,22,5,7,799,0.15
677,2024-06-16,27,6,1,2999,0.15
682,2024-06-14,30,3,1,21999,0
751,2024-06-24,13,21,8,499,0.2
779,2024-06-18,21,23,5,8499,0
811,2024-06-07,25,18,1,1599,0
823,2024-06-08,21,8,8,6999,0.05
824,2024-06-24,15,2,2,52999,0
890,2024-06-09,18,24,5,7499,0
926,2024-06-17,18,18,8,1599,0
965,2024-06-03,9,18,7,1599,0.1
1007,2024-06-22,8,9,8,5999,0.1
1017,2024-06-04,16,21,2,499,0.2
1060,2024-06-29,25,13,2,5499,0.2
1067,2024-06-02,16,21,5,499,0
1104,2024-06-04,12,15,8,24999,0.15
1110,2024-06-26,12,19,4,449,0
1111,2024-06-08,26,10,2,10999,0.15
1123,2024-06-21,3,13,7,5499,0
1189,2024-06-02,1,15,8,24999,0.2
1291,2024-06-10,1,24,2,7499,0
1293,2024-06-19,26,23,4,8499,0.2
1298,2024-06-25,25,4,1,11999,0
