OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
16,2025-11-05,30,4,5,11999,0
74,2025-11-09,13,22,6,3999,0
79,2025-11-30,30,26,4,1899,0.1
94,2025-11-26,15,2,4,52999,0
124,2025-11-02,21,11,1,15499,0.15
133,2025-11-24,7,3,4,21999,0.15
166,2025-11-28,21,15,5,24999,0
182,2025-11-06,24,5,2,799,0.05
257,2025-11-05,7,5,8,799,0
283,2025-11-11,21,4,4,11999,0.1
306,2025-11-07,12,1,6,65999,0.05
319,2025-11-22,28,4,5,11999,0
347,2025-11-29,9,26,2,1899,0.15
360,2025-11-26,13,18,2,1599,0.05
366,2025-11-07,8,4,4,11999,0
372,2025-11-25,12,5,3,799,0
393,2025-11-01,15,8,4,6999,0.1
404,2025-11-21,5,11,6,15499,0
406,2025-11-04,27,17,8,299,0.05
456,2025-11-11,15,26,1,1899,0.2
532,2025-11-15,14,4,1,11999,0
583,2025-11-01,21,16,7,399,0.2
596,2025-11-19,29,22,2,3999,0
601,2025-11-21,24,9,6,5999,0.2
627,2025-11-26,20,17,4,299,0.15
654,2025-11-22,2,13,2,5499,0.2
748,2025-11-30,15,1,7,65999,0
785,2025-11-04,10,6,3,2999,0.05
838,2025-11-29,17,23,2,8499,0.15
843,2025-11-04,8,18,7,1599,0.15
891,2025-11-24,27,25,6,12499,0.2
893,2025-11-18,3,4,3,11999,0
930,2025-11-18,5,15,3,24999,0
939,2025-11-23,13,12,6,18999,0.2
947,2025-11-15,2,19,3,449,0
963,2025-11-30,1,13,4,5499,0.1
1049,2025-11-24,25,26,5,1899,0.05
1096,2025-11-29,4,4,4,11999,0.15
1106,2025-11-26,5,10,1,10999,0.05
1108,2025-11-13,18,19,3,449,0
1177,2025-11-24,29,5,8,799,0.2
1226,2025-11-02,1,26,8,1899,0
