OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
42,2024-01-24,10,7,1,14999,0
78,2024-01-25,9,2,7,52999,0
83,2024-01-28,14,22,7,3999,0
200,2024-01-04,6,6,2,2999,0.15
307,2024-01-05,7,11,8,15499,0
311,2024-01-06,27,23,3,8499,0.2
346,2024-01-18,16,23,8,8499,0.1
438,2024-01-30,26,4,6,11999,0
486,2024-01-21,26,25,4,12499,0.2
509,2024-01-29,20,17,5,299,0.1
526,2024-01-16,22,19,7,449,0
568,2024-01-17,21,22,7,3999,0.15
572,2024-01-18,12,11,4,15499,0.2
714,2024-01-08,20,11,4,15499,0
736,2024-01-18,15,2,5,52999,0.2
763,2024-01-30,29,7,1,14999,0
834,2024-01-07,20,13,6,5499,0
856,2024-01-26,23,11,2,15499,0.15
878,2024-01-18,6,24,2,7499,0.15
884,2024-01-12,17,3,3,21999,0.15
911,2024-01-12,8,20,5,599,0
951,2024-01-08,20,22,5,3999,0
962,2024-01-23,1,23,1,8499,0
994,2024-01-25,16,24,4,7499,0
1000,2024-01-10,25,17,5,299,0.15
1053,2024-01-20,11,1,3,65999,0
1061,2024-01-07,7,9,7,5999,0
1079,2024-01-24,19,6,6,2999,0.1
1097,2024-01-24,7,17,4,299,0
1161,2024-01-14,1,25,5,12499,0
1165,2024-01-12,28,13,8,5499,0.2
1188,2024-01-06,4,5,4,799,0
1205,2024-01-04,29,20,4,599,0.05
1227,2024-01-25,11,16,5,399,0.1
1242,2024-01-02,23,20,8,599,0.1
1294,2024-01-06,26,17,1,299,0.1
