OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount
13,2023-01-24,22,24,2,7499,0.05
37,2023-01-31,3,25,4,12499,0
60,2023-01-08,11,25,3,12499,0.05
155,2023-01-06,14,15,8,24999,0.05
203,2023-01-20,29,26,8,1899,0.05
209,2023-01-17,19,22,1,3999,0.2
502,2023-01-14,14,5,4,799,0
514,2023-01-20,23,6,2,2999,0.2
534,2023-01-26,10,14,7,4699,0
582,2023-01-20,16,5,4,799,0.15
609,2023-01-02,14,7,3,14999,0.05
615,2023-01-20,1,23,6,8499,0
641,2023-01-26,23,5,1,799,0
649,2023-01-26,8,2,8,52999,0.1
661,2023-01-03,25,22,7,3999,0.05
680,2023-01-25,2,25,4,12499,0
802,2023-01-09,21,24,4,7499,0
821,2023-01-06,1,22,2,3999,0
827,2023-01-20,28,5,3,799,0.1
837,2023-01-26,23,22,4,3999,0.1
859,2023-01-09,17,24,1,7499,0.15
875,2023-01-27,24,9,4,5999,0.2
907,2023-01-23,18,18,3,1599,0
919,2023-01-10,11,8,4,6999,0.15
976,2023-01-22,7,22,5,3999,0
1005,2023-01-18,1,22,4,3999,0.15
1105,2023-01-01,24,2,5,52999,0
1190,2023-01-12,20,16,4,399,0
1192,2023-01-14,8,18,5,1599,0
1265,2023-01-17,20,17,7,299,0
